title,purpose,category,officer_role,officer_name,officer_party
All-Party Parliamentary Group on Inflammatory Bowel Disease,"To work with Parliamentarians and stakeholders to raise awareness of Crohn's Disease, Ulcerative Colitis and other forms of Inflammatory Bowel Disease to ensure high quality, sustainable, patient-centred clinical care, drive pioneering research and reduce discrimination in accessing services across the UK.",Subject,Officer,Mrs Anne Main,Conservative
All-Party Parliamentary Group on Inflammatory Bowel Disease,"To work with Parliamentarians and stakeholders to raise awareness of Crohn's Disease, Ulcerative Colitis and other forms of Inflammatory Bowel Disease to ensure high quality, sustainable, patient-centred clinical care, drive pioneering research and reduce discrimination in accessing services across the UK.",Subject,Officer,Jim Shannon,Democratic Unionist Party
All-Party Parliamentary Group on Infrastructure,"To highlight the importance of infrastructure, engineering and the use of underground space to the economy and society, and to hear from experts and discuss matters arising.",Subject,Chair & Registered Contact,Vicky Ford,Conservative
All-Party Parliamentary Group on Infrastructure,"To highlight the importance of infrastructure, engineering and the use of underground space to the economy and society, and to hear from experts and discuss matters arising.",Subject,Co-Chair,Alan Brown,Scottish National Party
All-Party Parliamentary Group on Infrastructure,"To highlight the importance of infrastructure, engineering and the use of underground space to the economy and society, and to hear from experts and discuss matters arising.",Subject,Officer,Chi Onwurah,Labour
All-Party Parliamentary Group on Infrastructure,"To highlight the importance of infrastructure, engineering and the use of underground space to the economy and society, and to hear from experts and discuss matters arising.",Subject,Officer,Mr Paul Sweeney,Labour (Co-op)
All-Party Parliamentary Group on Infrastructure,"To highlight the importance of infrastructure, engineering and the use of underground space to the economy and society, and to hear from experts and discuss matters arising.",Subject,Officer,Baroness Neville-Rolfe,Conservative
All-Party Parliamentary Group on Infrastructure,"To highlight the importance of infrastructure, engineering and the use of underground space to the economy and society, and to hear from experts and discuss matters arising.",Subject,Officer,Lord Berkeley,Labour
All-Party Parliamentary Group on Inheritance and Intergenerational Fairness,To promote understanding of the issues generated by inheritance and intergenerational fairness and to facilitate discussion on methods of reform.,Subject,Chair & Registered Contact,John Stevenson,Conservative
All-Party Parliamentary Group on Inheritance and Intergenerational Fairness,To promote understanding of the issues generated by inheritance and intergenerational fairness and to facilitate discussion on methods of reform.,Subject,Secretary,Sir Kevin Barron,Labour
All-Party Parliamentary Group on Inheritance and Intergenerational Fairness,To promote understanding of the issues generated by inheritance and intergenerational fairness and to facilitate discussion on methods of reform.,Subject,Vice Chair,Sir George Howarth,Labour
All-Party Parliamentary Group on Inheritance and Intergenerational Fairness,To promote understanding of the issues generated by inheritance and intergenerational fairness and to facilitate discussion on methods of reform.,Subject,Vice Chair,David Simpson,Democratic Unionist Party
All-Party Parliamentary Group for the UK's Innovation Corridor,"To champion the UK's Innovation Corridor that runs between London and Cambridge as a vital region to support economic growth, the delivery of new homes and the creation of skilled jobs.",Subject,Chair & Registered Contact,Daniel Zeichner,Labour
All-Party Parliamentary Group for the UK's Innovation Corridor,"To champion the UK's Innovation Corridor that runs between London and Cambridge as a vital region to support economic growth, the delivery of new homes and the creation of skilled jobs.",Subject,Co-Chair,Mrs Kemi Badenoch,Conservative
All-Party Parliamentary Group for the UK's Innovation Corridor,"To champion the UK's Innovation Corridor that runs between London and Cambridge as a vital region to support economic growth, the delivery of new homes and the creation of skilled jobs.",Subject,Vice Chair,Joan Ryan,The Independent Group for Change
All-Party Parliamentary Group for the UK's Innovation Corridor,"To champion the UK's Innovation Corridor that runs between London and Cambridge as a vital region to support economic growth, the delivery of new homes and the creation of skilled jobs.",Subject,Vice Chair,Mr Mark Prisk,Conservative
All-Party Parliamentary Group for the UK's Innovation Corridor,"To champion the UK's Innovation Corridor that runs between London and Cambridge as a vital region to support economic growth, the delivery of new homes and the creation of skilled jobs.",Subject,Secretary,Lord Harris of Haringey,Labour
All-Party Parliamentary Group for Insurance and Financial Services,"To examine issues of interest to the insurance and broader financial sectors, especially where there are legislative implications.",Subject,Chair & Registered Contact,Craig Tracey,Conservative
All-Party Parliamentary Group for Insurance and Financial Services,"To examine issues of interest to the insurance and broader financial sectors, especially where there are legislative implications.",Subject,Co-Chair,Lord Hunt of Wirral,Conservative
All-Party Parliamentary Group for Insurance and Financial Services,"To examine issues of interest to the insurance and broader financial sectors, especially where there are legislative implications.",Subject,Officer,Faisal Rashid,Labour
All-Party Parliamentary Group for Insurance and Financial Services,"To examine issues of interest to the insurance and broader financial sectors, especially where there are legislative implications.",Subject,Officer,Sir Edward Leigh,Conservative
All-Party Parliamentary Group for Integrated Healthcare,To provide a forum for discussion on issues related to integrated healthcare; to stimulate well-informed debate among politicians and stakeholders; and to contribute towards the development of knowledge and policies on the subject.,Subject,Chair & Registered Contact,David Tredinnick,Conservative
All-Party Parliamentary Group for Integrated Healthcare,To provide a forum for discussion on issues related to integrated healthcare; to stimulate well-informed debate among politicians and stakeholders; and to contribute towards the development of knowledge and policies on the subject.,Subject,President,Lord Colwyn,Conservative
All-Party Parliamentary Group for Integrated Healthcare,To provide a forum for discussion on issues related to integrated healthcare; to stimulate well-informed debate among politicians and stakeholders; and to contribute towards the development of knowledge and policies on the subject.,Subject,Vice Chair,Mr Virendra Sharma,Labour
All-Party Parliamentary Group for Integrated Healthcare,To provide a forum for discussion on issues related to integrated healthcare; to stimulate well-informed debate among politicians and stakeholders; and to contribute towards the development of knowledge and policies on the subject.,Subject,Deputy Vice Chair,Mr William Wragg,Conservative
All-Party Parliamentary Group for Intellectual Property,To debate and highlight the value of intellectual property (IP) and the importance of its promotion and protection. The Group meets several times a year on topical issues relating to intellectual property.,Subject,Chair & Registered Contact,Pete Wishart,Scottish National Party
All-Party Parliamentary Group for Intellectual Property,To debate and highlight the value of intellectual property (IP) and the importance of its promotion and protection. The Group meets several times a year on topical issues relating to intellectual property.,Subject,Vice Chair,Mr John Whittingdale,Conservative
All-Party Parliamentary Group for Intellectual Property,To debate and highlight the value of intellectual property (IP) and the importance of its promotion and protection. The Group meets several times a year on topical issues relating to intellectual property.,Subject,Treasurer,Lord Clement-Jones,Liberal Democrat
All-Party Parliamentary Group for Intellectual Property,To debate and highlight the value of intellectual property (IP) and the importance of its promotion and protection. The Group meets several times a year on topical issues relating to intellectual property.,Subject,Secretary,Dr Rupa Huq,Labour
All-Party Parliamentary Group for Intelligent Energy,"To develop among parliamentarians and key opinion formers a deeper understanding of energy efficiency and sustainable energy technologies and processes through parliamentary activity, public information and broad political debate.",Subject,Chair & Registered Contact,Peter Aldous,Conservative
All-Party Parliamentary Group for Intelligent Energy,"To develop among parliamentarians and key opinion formers a deeper understanding of energy efficiency and sustainable energy technologies and processes through parliamentary activity, public information and broad political debate.",Subject,Vice Chair,Lord Redesdale,Liberal Democrat
All-Party Parliamentary Group for Intelligent Energy,"To develop among parliamentarians and key opinion formers a deeper understanding of energy efficiency and sustainable energy technologies and processes through parliamentary activity, public information and broad political debate.",Subject,Treasurer,Alan Brown,Scottish National Party
All-Party Parliamentary Group for Intelligent Energy,"To develop among parliamentarians and key opinion formers a deeper understanding of energy efficiency and sustainable energy technologies and processes through parliamentary activity, public information and broad political debate.",Subject,Secretary,Dr Alan Whitehead,Labour
All-Party Parliamentary Inter-Faith Group,To raise awareness amongst parliamentarians of the religious dimension to current issues.,Subject,Chair & Registered Contact,Sir Peter Bottomley,Conservative
All-Party Parliamentary Inter-Faith Group,To raise awareness amongst parliamentarians of the religious dimension to current issues.,Subject,Co-Chair,Lord Harries of Pentregarth,Crossbench
All-Party Parliamentary Inter-Faith Group,To raise awareness amongst parliamentarians of the religious dimension to current issues.,Subject,Vice-Chair,Lord Ahmed,Non-affiliated
All-Party Parliamentary Inter-Faith Group,To raise awareness amongst parliamentarians of the religious dimension to current issues.,Subject,Joint Secretary,Lord Singh of Wimbledon,Crossbench
All-Party Parliamentary Inter-Faith Group,To raise awareness amongst parliamentarians of the religious dimension to current issues.,Subject,Joint Secretary,Lord Hameed,Crossbench
All-Party Parliamentary Inter-Faith Group,To raise awareness amongst parliamentarians of the religious dimension to current issues.,Subject,Joint Treasurer,Baroness Neuberger,Crossbench
All-Party Parliamentary Inter-Faith Group,To raise awareness amongst parliamentarians of the religious dimension to current issues.,Subject,Joint Treasurer,Mr Virendra Sharma,Labour
All-Party Parliamentary Group on International Conservation,"To provide a forum to address wildlife conservation and biodiversity issues affecting our planet including but not limited to ecosystem collapse, species extinctions, land degradation, invasive species, illegal fishing and other threats to the natural world.",Subject,Chair & Registered Contact,Barry Gardiner,Labour
All-Party Parliamentary Group on International Conservation,"To provide a forum to address wildlife conservation and biodiversity issues affecting our planet including but not limited to ecosystem collapse, species extinctions, land degradation, invasive species, illegal fishing and other threats to the natural world.",Subject,Officer,Zac Goldsmith,Conservative
All-Party Parliamentary Group on International Conservation,"To provide a forum to address wildlife conservation and biodiversity issues affecting our planet including but not limited to ecosystem collapse, species extinctions, land degradation, invasive species, illegal fishing and other threats to the natural world.",Subject,Officer,Stephen Pound,Labour
All-Party Parliamentary Group on International Conservation,"To provide a forum to address wildlife conservation and biodiversity issues affecting our planet including but not limited to ecosystem collapse, species extinctions, land degradation, invasive species, illegal fishing and other threats to the natural world.",Subject,Officer,Kerry McCarthy,Labour
All-Party Parliamentary Group on International Conservation,"To provide a forum to address wildlife conservation and biodiversity issues affecting our planet including but not limited to ecosystem collapse, species extinctions, land degradation, invasive species, illegal fishing and other threats to the natural world.",Subject,Officer,Richard Benyon,Conservative
All-Party Parliamentary Group on International Conservation,"To provide a forum to address wildlife conservation and biodiversity issues affecting our planet including but not limited to ecosystem collapse, species extinctions, land degradation, invasive species, illegal fishing and other threats to the natural world.",Subject,Officer,Dr David Drew,Labour (Co-op)
All-Party Parliamentary Group on International Conservation,"To provide a forum to address wildlife conservation and biodiversity issues affecting our planet including but not limited to ecosystem collapse, species extinctions, land degradation, invasive species, illegal fishing and other threats to the natural world.",Subject,Officer,Peter Aldous,Conservative
All-Party Parliamentary Group for International Students,"To recognise the internationalisation and global prominence of UK education; promote the value of international students to UK education, economy and 'soft power'; raise awareness of issues which affect international students and UK education; and provide a platform for collaboration between parliamentarians, international education institutions and professionals and business leaders.",Subject,Chair & Registered Contact,Paul Blomfield,Labour
All-Party Parliamentary Group for International Students,"To recognise the internationalisation and global prominence of UK education; promote the value of international students to UK education, economy and 'soft power'; raise awareness of issues which affect international students and UK education; and provide a platform for collaboration between parliamentarians, international education institutions and professionals and business leaders.",Subject,Co-Chair,Lord Bilimoria,Crossbench
All-Party Parliamentary Group for International Students,"To recognise the internationalisation and global prominence of UK education; promote the value of international students to UK education, economy and 'soft power'; raise awareness of issues which affect international students and UK education; and provide a platform for collaboration between parliamentarians, international education institutions and professionals and business leaders.",Subject,Secretary,Nicky Morgan,Conservative
All-Party Parliamentary Group for International Students,"To recognise the internationalisation and global prominence of UK education; promote the value of international students to UK education, economy and 'soft power'; raise awareness of issues which affect international students and UK education; and provide a platform for collaboration between parliamentarians, international education institutions and professionals and business leaders.",Subject,Treasurer,Baroness Uddin,Non-affiliated
All-Party Parliamentary Group for International Students,"To recognise the internationalisation and global prominence of UK education; promote the value of international students to UK education, economy and 'soft power'; raise awareness of issues which affect international students and UK education; and provide a platform for collaboration between parliamentarians, international education institutions and professionals and business leaders.",Subject,Vice Chair,Alison Thewliss,Scottish National Party
All-Party Parliamentary Group for International Students,"To recognise the internationalisation and global prominence of UK education; promote the value of international students to UK education, economy and 'soft power'; raise awareness of issues which affect international students and UK education; and provide a platform for collaboration between parliamentarians, international education institutions and professionals and business leaders.",Subject,Vice Chair,Baroness Warwick of Undercliffe,Labour
All-Party Parliamentary Group for International Students,"To recognise the internationalisation and global prominence of UK education; promote the value of international students to UK education, economy and 'soft power'; raise awareness of issues which affect international students and UK education; and provide a platform for collaboration between parliamentarians, international education institutions and professionals and business leaders.",Subject,Vice Chair,Lord Willetts,Conservative
All-Party Parliamentary Group for International Students,"To recognise the internationalisation and global prominence of UK education; promote the value of international students to UK education, economy and 'soft power'; raise awareness of issues which affect international students and UK education; and provide a platform for collaboration between parliamentarians, international education institutions and professionals and business leaders.",Subject,Vice Chair,Mr Geoffrey Robinson,Labour
All-Party Parliamentary Group for International Trade and Investment,"To discuss ways in which the UK government can help UK businesses export and take part in international trade and promote links between parliamentarians, industry and government.",Subject,Chair & Registered Contact,Sir Geoffrey Clifton-Brown,Conservative
All-Party Parliamentary Group for International Trade and Investment,"To discuss ways in which the UK government can help UK businesses export and take part in international trade and promote links between parliamentarians, industry and government.",Subject,Vice Chair,Baroness Northover,Liberal Democrat
All-Party Parliamentary Group for International Trade and Investment,"To discuss ways in which the UK government can help UK businesses export and take part in international trade and promote links between parliamentarians, industry and government.",Subject,Vice Chair,Faisal Rashid,Labour
All-Party Parliamentary Group for International Trade and Investment,"To discuss ways in which the UK government can help UK businesses export and take part in international trade and promote links between parliamentarians, industry and government.",Subject,Treasurer,Jeremy Lefroy,Conservative
All-Party Parliamentary Group for International Trade and Investment,"To discuss ways in which the UK government can help UK businesses export and take part in international trade and promote links between parliamentarians, industry and government.",Subject,Secretary,Glyn Davies,Conservative
"Parliamentary Internet, Communications and Technology Forum (an All-Party Parliamentary Group)","To further understanding of policy issues affecting the internet, communications and technology sector between parliamentarians, the industry, consumer groups and academia.",Subject,Chair & Registered Contact,Vicky Ford,Conservative
"Parliamentary Internet, Communications and Technology Forum (an All-Party Parliamentary Group)","To further understanding of policy issues affecting the internet, communications and technology sector between parliamentarians, the industry, consumer groups and academia.",Subject,Co-Chair,Darren Jones,Labour
"Parliamentary Internet, Communications and Technology Forum (an All-Party Parliamentary Group)","To further understanding of policy issues affecting the internet, communications and technology sector between parliamentarians, the industry, consumer groups and academia.",Subject,Treasurer,Lord McNally,Liberal Democrat
"Parliamentary Internet, Communications and Technology Forum (an All-Party Parliamentary Group)","To further understanding of policy issues affecting the internet, communications and technology sector between parliamentarians, the industry, consumer groups and academia.",Subject,Vice Chair,Chi Onwurah,Labour
"Parliamentary Internet, Communications and Technology Forum (an All-Party Parliamentary Group)","To further understanding of policy issues affecting the internet, communications and technology sector between parliamentarians, the industry, consumer groups and academia.",Subject,Vice Chair,Lord Harris of Haringey,Labour
"Parliamentary Internet, Communications and Technology Forum (an All-Party Parliamentary Group)","To further understanding of policy issues affecting the internet, communications and technology sector between parliamentarians, the industry, consumer groups and academia.",Subject,Vice Chair,Carol Monaghan,Scottish National Party
"Parliamentary Internet, Communications and Technology Forum (an All-Party Parliamentary Group)","To further understanding of policy issues affecting the internet, communications and technology sector between parliamentarians, the industry, consumer groups and academia.",Subject,Vice Chair,Lord Mackenzie of Framwellgate,Non-affiliated
"Parliamentary Internet, Communications and Technology Forum (an All-Party Parliamentary Group)","To further understanding of policy issues affecting the internet, communications and technology sector between parliamentarians, the industry, consumer groups and academia.",Subject,Vice Chair,Daniel Zeichner,Labour
"Parliamentary Internet, Communications and Technology Forum (an All-Party Parliamentary Group)","To further understanding of policy issues affecting the internet, communications and technology sector between parliamentarians, the industry, consumer groups and academia.",Subject,Vice Chair,Stephen Timms,Labour
"Parliamentary Internet, Communications and Technology Forum (an All-Party Parliamentary Group)","To further understanding of policy issues affecting the internet, communications and technology sector between parliamentarians, the industry, consumer groups and academia.",Subject,Vice Chair,Kevin Hollinrake,Conservative
"Parliamentary Internet, Communications and Technology Forum (an All-Party Parliamentary Group)","To further understanding of policy issues affecting the internet, communications and technology sector between parliamentarians, the industry, consumer groups and academia.",Subject,Vice Chair,Lord Goddard of Stockport,Liberal Democrat
"Parliamentary Internet, Communications and Technology Forum (an All-Party Parliamentary Group)","To further understanding of policy issues affecting the internet, communications and technology sector between parliamentarians, the industry, consumer groups and academia.",Subject,Vice Chair,Lord Patel,Crossbench
"Parliamentary Internet, Communications and Technology Forum (an All-Party Parliamentary Group)","To further understanding of policy issues affecting the internet, communications and technology sector between parliamentarians, the industry, consumer groups and academia.",Subject,Vice Chair,Bob Blackman,Conservative
"Parliamentary Internet, Communications and Technology Forum (an All-Party Parliamentary Group)","To further understanding of policy issues affecting the internet, communications and technology sector between parliamentarians, the industry, consumer groups and academia.",Subject,Vice Chair,Lord Teverson,Liberal Democrat
"Parliamentary Internet, Communications and Technology Forum (an All-Party Parliamentary Group)","To further understanding of policy issues affecting the internet, communications and technology sector between parliamentarians, the industry, consumer groups and academia.",Subject,Vice Chair,Bim Afolami,Conservative
"Parliamentary Internet, Communications and Technology Forum (an All-Party Parliamentary Group)","To further understanding of policy issues affecting the internet, communications and technology sector between parliamentarians, the industry, consumer groups and academia.",Subject,Vice Chair,Alex Sobel,Labour (Co-op)
"Parliamentary Internet, Communications and Technology Forum (an All-Party Parliamentary Group)","To further understanding of policy issues affecting the internet, communications and technology sector between parliamentarians, the industry, consumer groups and academia.",Subject,Vice Chair,Gillian Keegan,Conservative
"Parliamentary Internet, Communications and Technology Forum (an All-Party Parliamentary Group)","To further understanding of policy issues affecting the internet, communications and technology sector between parliamentarians, the industry, consumer groups and academia.",Subject,Vice Chair,John Lamont,Conservative
"Parliamentary Internet, Communications and Technology Forum (an All-Party Parliamentary Group)","To further understanding of policy issues affecting the internet, communications and technology sector between parliamentarians, the industry, consumer groups and academia.",Subject,Vice Chair,Anna McMorrin,Labour
"Parliamentary Internet, Communications and Technology Forum (an All-Party Parliamentary Group)","To further understanding of policy issues affecting the internet, communications and technology sector between parliamentarians, the industry, consumer groups and academia.",Subject,Vice Chair,Bill Grant,Conservative
"Parliamentary Internet, Communications and Technology Forum (an All-Party Parliamentary Group)","To further understanding of policy issues affecting the internet, communications and technology sector between parliamentarians, the industry, consumer groups and academia.",Subject,Vice Chair,Tulip Siddiq,Labour
"Parliamentary Internet, Communications and Technology Forum (an All-Party Parliamentary Group)","To further understanding of policy issues affecting the internet, communications and technology sector between parliamentarians, the industry, consumer groups and academia.",Subject,Vice Chair,Scott Mann,Conservative
"Parliamentary Internet, Communications and Technology Forum (an All-Party Parliamentary Group)","To further understanding of policy issues affecting the internet, communications and technology sector between parliamentarians, the industry, consumer groups and academia.",Subject,Vice Chair,Baroness Neville-Rolfe,Conservative
"Parliamentary Internet, Communications and Technology Forum (an All-Party Parliamentary Group)","To further understanding of policy issues affecting the internet, communications and technology sector between parliamentarians, the industry, consumer groups and academia.",Subject,Vice Chair,James Heappey,Conservative
"Parliamentary Internet, Communications and Technology Forum (an All-Party Parliamentary Group)","To further understanding of policy issues affecting the internet, communications and technology sector between parliamentarians, the industry, consumer groups and academia.",Subject,Vice Chair,Martyn Day,Scottish National Party
"Parliamentary Internet, Communications and Technology Forum (an All-Party Parliamentary Group)","To further understanding of policy issues affecting the internet, communications and technology sector between parliamentarians, the industry, consumer groups and academia.",Subject,Vice Chair,Emma Little Pengelly,Democratic Unionist Party
"Parliamentary Internet, Communications and Technology Forum (an All-Party Parliamentary Group)","To further understanding of policy issues affecting the internet, communications and technology sector between parliamentarians, the industry, consumer groups and academia.",Subject,Vice Chair,Faisal Rashid,Labour
"Parliamentary Internet, Communications and Technology Forum (an All-Party Parliamentary Group)","To further understanding of policy issues affecting the internet, communications and technology sector between parliamentarians, the industry, consumer groups and academia.",Subject,Vice Chair,Lord Cromwell,Crossbench
"Parliamentary Internet, Communications and Technology Forum (an All-Party Parliamentary Group)","To further understanding of policy issues affecting the internet, communications and technology sector between parliamentarians, the industry, consumer groups and academia.",Subject,Vice Chair,Lee Rowley,Conservative
"Parliamentary Internet, Communications and Technology Forum (an All-Party Parliamentary Group)","To further understanding of policy issues affecting the internet, communications and technology sector between parliamentarians, the industry, consumer groups and academia.",Subject,Vice Chair,Sir Peter Bottomley,Conservative
All-Party Parliamentary Group on Islamic Finance,"To give the Islamic finance industry a voice in Parliament; to address issues as they arise such as Sukuk issuances, inclusivity, regulation and taxation whilst positioning the UK as the European hub of Islamic financial services, and also to play a wider role in promoting ethical finance.",Subject,Chair & Registered Contact,Naz Shah,Labour
All-Party Parliamentary Group on Islamic Finance,"To give the Islamic finance industry a voice in Parliament; to address issues as they arise such as Sukuk issuances, inclusivity, regulation and taxation whilst positioning the UK as the European hub of Islamic financial services, and also to play a wider role in promoting ethical finance.",Subject,Co-Chair,Lord Sheikh,Conservative
All-Party Parliamentary Group on Islamic Finance,"To give the Islamic finance industry a voice in Parliament; to address issues as they arise such as Sukuk issuances, inclusivity, regulation and taxation whilst positioning the UK as the European hub of Islamic financial services, and also to play a wider role in promoting ethical finance.",Subject,Vice Chair,Lord Alderdice,Liberal Democrat
All-Party Parliamentary Group on Islamic Finance,"To give the Islamic finance industry a voice in Parliament; to address issues as they arise such as Sukuk issuances, inclusivity, regulation and taxation whilst positioning the UK as the European hub of Islamic financial services, and also to play a wider role in promoting ethical finance.",Subject,Vice Chair,Baroness Bowles of Berkhamsted,Liberal Democrat
All-Party Parliamentary Group on Islamic Finance,"To give the Islamic finance industry a voice in Parliament; to address issues as they arise such as Sukuk issuances, inclusivity, regulation and taxation whilst positioning the UK as the European hub of Islamic financial services, and also to play a wider role in promoting ethical finance.",Subject,Vice Chair,Lord Hussain,Liberal Democrat
All-Party Parliamentary Group on Islamic Finance,"To give the Islamic finance industry a voice in Parliament; to address issues as they arise such as Sukuk issuances, inclusivity, regulation and taxation whilst positioning the UK as the European hub of Islamic financial services, and also to play a wider role in promoting ethical finance.",Subject,Vice Chair,The Earl of Lindsay,Conservative
All-Party Parliamentary Group on Islamic Finance,"To give the Islamic finance industry a voice in Parliament; to address issues as they arise such as Sukuk issuances, inclusivity, regulation and taxation whilst positioning the UK as the European hub of Islamic financial services, and also to play a wider role in promoting ethical finance.",Subject,Vice Chair,Lord Newby,Liberal Democrat
All-Party Parliamentary Group on Islamic Finance,"To give the Islamic finance industry a voice in Parliament; to address issues as they arise such as Sukuk issuances, inclusivity, regulation and taxation whilst positioning the UK as the European hub of Islamic financial services, and also to play a wider role in promoting ethical finance.",Subject,Vice Chair,Wes Streeting,Labour
All-Party Parliamentary Group on Islamic Finance,"To give the Islamic finance industry a voice in Parliament; to address issues as they arise such as Sukuk issuances, inclusivity, regulation and taxation whilst positioning the UK as the European hub of Islamic financial services, and also to play a wider role in promoting ethical finance.",Subject,Vice Chair,Stephen Timms,Labour
All-Party Parliamentary Group on Islamic Finance,"To give the Islamic finance industry a voice in Parliament; to address issues as they arise such as Sukuk issuances, inclusivity, regulation and taxation whilst positioning the UK as the European hub of Islamic financial services, and also to play a wider role in promoting ethical finance.",Subject,Vice Chair,Afzal Khan,Labour
All-Party Parliamentary Group on Islamic Finance,"To give the Islamic finance industry a voice in Parliament; to address issues as they arise such as Sukuk issuances, inclusivity, regulation and taxation whilst positioning the UK as the European hub of Islamic financial services, and also to play a wider role in promoting ethical finance.",Subject,Secretary,Baroness Uddin,Non-affiliated
All-Party Parliamentary ITV Group,To provide a forum for parliamentarians to consider and discuss the role and contribution of ITV in broadcasting in the UK and regulatory issues.,Subject,Chair & Registered Contact,Ian Murray,Labour
All-Party Parliamentary ITV Group,To provide a forum for parliamentarians to consider and discuss the role and contribution of ITV in broadcasting in the UK and regulatory issues.,Subject,Co-Chair,Mark Menzies,Conservative
All-Party Parliamentary ITV Group,To provide a forum for parliamentarians to consider and discuss the role and contribution of ITV in broadcasting in the UK and regulatory issues.,Subject,Vice Chair,Luciana Berger,Liberal Democrat
All-Party Parliamentary ITV Group,To provide a forum for parliamentarians to consider and discuss the role and contribution of ITV in broadcasting in the UK and regulatory issues.,Subject,Vice Chair,Lord Black of Brentwood,Conservative
All-Party Parliamentary ITV Group,To provide a forum for parliamentarians to consider and discuss the role and contribution of ITV in broadcasting in the UK and regulatory issues.,Subject,Vice Chair,Baroness Bonham-Carter of Yarnbury,Liberal Democrat
All-Party Parliamentary ITV Group,To provide a forum for parliamentarians to consider and discuss the role and contribution of ITV in broadcasting in the UK and regulatory issues.,Subject,Vice Chair,Lord Dubs,Labour
All-Party Parliamentary ITV Group,To provide a forum for parliamentarians to consider and discuss the role and contribution of ITV in broadcasting in the UK and regulatory issues.,Subject,Vice Chair,Emma Hardy,Labour
All-Party Parliamentary ITV Group,To provide a forum for parliamentarians to consider and discuss the role and contribution of ITV in broadcasting in the UK and regulatory issues.,Subject,Vice Chair,Afzal Khan,Labour
All-Party Parliamentary Group on Jainism,To raise the profile of Jainism in the UK.,Subject,Chair & Registered Contact,Gareth Thomas,Labour (Co-op)
All-Party Parliamentary Group on Jainism,To raise the profile of Jainism in the UK.,Subject,Vice Chair,Bob Blackman,Conservative
All-Party Parliamentary Group on Jainism,To raise the profile of Jainism in the UK.,Subject,Vice Chair,Lord Dholakia,Liberal Democrat
All-Party Parliamentary Group on Jainism,To raise the profile of Jainism in the UK.,Subject,Secretary,Stephen Twigg,Labour (Co-op)
All-Party Parliamentary Group on Jainism,To raise the profile of Jainism in the UK.,Subject,Treasurer,Mr Steve Reed,Labour (Co-op)
All-Party Parliamentary Group for Jazz Appreciation,"To encourage wider and deeper enjoyment of jazz, to increase parliamentarians' understanding of the jazz industry and issues surrounding it, to promote jazz as a musical form and to raise its profile inside and outside Parliament.",Subject,Chair & Registered Contact,Kelvin Hopkins,Independent
All-Party Parliamentary Group for Jazz Appreciation,"To encourage wider and deeper enjoyment of jazz, to increase parliamentarians' understanding of the jazz industry and issues surrounding it, to promote jazz as a musical form and to raise its profile inside and outside Parliament.",Subject,Co-Chair,Lord Colwyn,Conservative
All-Party Parliamentary Group for Jazz Appreciation,"To encourage wider and deeper enjoyment of jazz, to increase parliamentarians' understanding of the jazz industry and issues surrounding it, to promote jazz as a musical form and to raise its profile inside and outside Parliament.",Subject,Vice Chair,Alison Thewliss,Scottish National Party
All-Party Parliamentary Group for Jazz Appreciation,"To encourage wider and deeper enjoyment of jazz, to increase parliamentarians' understanding of the jazz industry and issues surrounding it, to promote jazz as a musical form and to raise its profile inside and outside Parliament.",Subject,Vice Chair,Sarah Champion,Labour
All-Party Parliamentary Group for Jazz Appreciation,"To encourage wider and deeper enjoyment of jazz, to increase parliamentarians' understanding of the jazz industry and issues surrounding it, to promote jazz as a musical form and to raise its profile inside and outside Parliament.",Subject,Secretary,Baroness Coussins,Crossbench
All-Party Parliamentary Group for Jazz Appreciation,"To encourage wider and deeper enjoyment of jazz, to increase parliamentarians' understanding of the jazz industry and issues surrounding it, to promote jazz as a musical form and to raise its profile inside and outside Parliament.",Subject,Treasurer,Ian Paisley,Democratic Unionist Party
All-Party Parliamentary Group for Jazz Appreciation,"To encourage wider and deeper enjoyment of jazz, to increase parliamentarians' understanding of the jazz industry and issues surrounding it, to promote jazz as a musical form and to raise its profile inside and outside Parliament.",Subject,Officer,Lord Crathorne,Conservative
All-Party Parliamentary Group for Jazz Appreciation,"To encourage wider and deeper enjoyment of jazz, to increase parliamentarians' understanding of the jazz industry and issues surrounding it, to promote jazz as a musical form and to raise its profile inside and outside Parliament.",Subject,Officer,Lord Mann,Non-affiliated
All-Party Parliamentary Group for Jazz Appreciation,"To encourage wider and deeper enjoyment of jazz, to increase parliamentarians' understanding of the jazz industry and issues surrounding it, to promote jazz as a musical form and to raise its profile inside and outside Parliament.",Subject,Officer,Sir Greg Knight,Conservative
All-Party Parliamentary Kidney Group,To improve understanding in Parliament of kidney disease and transplant medicine and promote improvements in the health and care services that are available to improve the health of people with renal failure.,Subject,Chair & Registered Contact,Mrs Madeleine Moon,Labour
All-Party Parliamentary Kidney Group,To improve understanding in Parliament of kidney disease and transplant medicine and promote improvements in the health and care services that are available to improve the health of people with renal failure.,Subject,Vice Chair,Richard Benyon,Conservative
All-Party Parliamentary Kidney Group,To improve understanding in Parliament of kidney disease and transplant medicine and promote improvements in the health and care services that are available to improve the health of people with renal failure.,Subject,Vice Chair,Ronnie Cowan,Scottish National Party
All-Party Parliamentary Kidney Group,To improve understanding in Parliament of kidney disease and transplant medicine and promote improvements in the health and care services that are available to improve the health of people with renal failure.,Subject,Vice Chair,Yasmin Qureshi,Labour
